date,playoffs,home,away,score_home,score_away,pi_home,oi_home,pi_away,oi_away
2023-01-01,False,mem,sac,118,108,0.6115107913669063,1.5882352941176472,0.38848920863309366,2.5
2023-01-01,False,mil,wsh,95,118,0.552594002855783,1.7407407407407407,0.447405997144217,2.15
2023-01-02,False,ny,phx,102,83,0.5620437956204379,1.7142857142857144,0.43795620437956206,2.2
2023-01-02,False,cha,lal,115,121,0.5427435387673957,1.7692307692307692,0.4572564612326043,2.1
2023-01-02,False,ind,tor,122,114,0.4572564612326044,2.1,0.5427435387673956,1.7692307692307692
2023-01-02,False,phi,no,120,111,0.6604688763136621,1.4651162790697674,0.33953112368633787,2.85
2023-01-02,False,cle,chi,145,134,0.6115107913669063,1.5882352941176472,0.38848920863309366,2.5
2023-01-02,False,bkn,sa,139,103,0.8524590163934427,1.125,0.14754098360655732,6.5
2023-01-02,False,min,den,124,111,0.38848920863309355,2.5,0.6115107913669064,1.5882352941176472
2023-01-02,False,hou,dal,106,111,0.27586206896551724,3.5,0.7241379310344828,1.3333333333333333
2023-01-02,False,por,det,135,106,0.7842323651452283,1.2380952380952381,0.21576763485477168,4.5
2023-01-02,False,gs,atl,143,141,0.5324675324675325,1.8,0.46753246753246747,2.05
2023-01-02,False,lac,mia,100,110,0.4891657638136511,1.9523809523809523,0.5108342361863489,1.8695652173913042
2023-01-03,False,mil,wsh,123,113,0.7241379310344829,1.3333333333333333,0.2758620689655171,3.5
2023-01-03,False,okc,bos,150,117,0.17500000000000002,5.5,0.825,1.1666666666666667
2023-01-03,False,utah,sac,115,117,0.5798319327731092,1.6666666666666665,0.4201680672268908,2.3
2023-01-04,False,cle,phx,90,88,0.6470588235294118,1.5,0.3529411764705882,2.75
2023-01-04,False,phi,ind,129,126,0.6470588235294118,1.5,0.3529411764705882,2.75
2023-01-04,False,orl,okc,126,115,0.4782608695652174,2.0,0.5217391304347826,1.8333333333333335
2023-01-04,False,cha,mem,107,131,0.2852852852852853,3.4,0.7147147147147147,1.3571428571428572
2023-01-04,False,ny,sa,117,114,0.7842323651452283,1.2380952380952381,0.21576763485477168,4.5
2023-01-04,False,tor,mil,101,104,0.6547884187082406,1.4761904761904763,0.34521158129175944,2.8
2023-01-04,False,chi,bkn,121,112,0.361145703611457,2.7,0.6388542963885431,1.526315789473684
2023-01-04,False,min,por,113,106,0.4675324675324676,2.05,0.5324675324675324,1.8
2023-01-04,False,no,hou,119,108,0.7023445463812437,1.3773584905660377,0.29765545361875634,3.25
2023-01-04,False,sac,atl,117,120,0.5324675324675325,1.8,0.46753246753246747,2.05
2023-01-04,False,lal,mia,112,109,0.24793388429752067,3.9,0.7520661157024793,1.2857142857142856
2023-01-04,False,gs,det,119,122,0.7023445463812437,1.3773584905660377,0.29765545361875634,3.25
2023-01-05,False,orl,mem,115,123,0.3207547169811321,3.0,0.6792452830188679,1.4166666666666667
2023-01-05,False,dal,bos,95,124,0.4201680672268907,2.3,0.5798319327731093,1.6666666666666665
2023-01-05,False,hou,utah,114,131,0.3020134228187919,3.2,0.6979865771812082,1.3846153846153846
2023-01-05,False,den,lac,122,91,0.638854296388543,1.526315789473684,0.36114570361145704,2.7
2023-01-06,False,ind,por,108,99,0.5324675324675325,1.8,0.46753246753246747,2.05
2023-01-06,False,tor,ny,108,112,0.6115107913669063,1.5882352941176472,0.38848920863309366,2.5
2023-01-06,False,phi,chi,112,126,0.6470588235294118,1.5,0.3529411764705882,2.75
2023-01-06,False,mil,cha,109,138,0.7976878612716763,1.2173913043478262,0.20231213872832365,4.8
2023-01-06,False,sa,det,121,109,0.5108342361863489,1.8695652173913042,0.48916576381365107,1.9523809523809523
2023-01-06,False,okc,wsh,127,110,0.5217391304347826,1.8333333333333335,0.4782608695652174,2.0
2023-01-06,False,no,bkn,102,108,0.3812824956672444,2.55,0.6187175043327555,1.5714285714285714
2023-01-06,False,den,cle,121,108,0.6470588235294118,1.5,0.3529411764705882,2.75
2023-01-06,False,min,lac,128,115,0.6659707724425887,1.4545454545454546,0.33402922755741127,2.9
2023-01-06,False,phx,mia,96,104,0.4782608695652174,2.0,0.5217391304347826,1.8333333333333335
2023-01-06,False,lal,atl,130,114,0.42888402625820565,2.25,0.5711159737417943,1.6896551724137931
2023-01-07,False,sa,bos,116,121,0.10638297872340424,9.0,0.8936170212765957,1.0714285714285714
2023-01-07,False,chi,utah,126,118,0.447405997144217,2.15,0.552594002855783,1.7407407407407407
2023-01-07,False,dal,no,127,117,0.7687861271676301,1.263157894736842,0.23121387283236994,4.2
2023-01-07,False,gs,orl,101,115,0.6888888888888889,1.4,0.3111111111111111,3.1
2023-01-07,False,sac,lal,134,136,0.7241379310344829,1.3333333333333333,0.2758620689655171,3.5
2023-01-08,False,det,phi,111,123,0.3452115812917595,2.8,0.6547884187082404,1.4761904761904763
2023-01-08,False,tor,por,117,105,0.5798319327731092,1.6666666666666665,0.4201680672268908,2.3
2023-01-08,False,ind,cha,116,111,0.6659707724425887,1.4545454545454546,0.33402922755741127,2.9
2023-01-08,False,mia,bkn,101,102,0.4572564612326044,2.1,0.5427435387673956,1.7692307692307692
2023-01-08,False,mem,utah,123,118,0.6659707724425887,1.4545454545454546,0.33402922755741127,2.9
2023-01-08,False,okc,dal,120,109,0.6187175043327556,1.5714285714285714,0.38128249566724437,2.55
2023-01-08,False,hou,min,96,104,0.40372670807453415,2.4,0.5962732919254659,1.625
2023-01-08,False,phx,cle,98,112,0.32721864154685176,2.95,0.6727813584531482,1.434782608695652
2023-01-08,False,lac,atl,108,112,0.5620437956204379,1.7142857142857144,0.43795620437956206,2.2
2023-01-09,False,wsh,no,112,132,0.5324675324675325,1.8,0.46753246753246747,2.05
2023-01-09,False,ny,mil,107,111,0.5217391304347826,1.8333333333333335,0.4782608695652174,2.0
2023-01-09,False,bos,chi,107,99,0.7687861271676301,1.263157894736842,0.23121387283236994,4.2
2023-01-09,False,mem,sa,121,113,0.8162544169611309,1.1818181818181819,0.18374558303886912,5.25
2023-01-09,False,den,lal,122,109,0.8524590163934427,1.125,0.14754098360655732,6.5
2023-01-09,False,sac,orl,136,111,0.6935031297215627,1.392156862745098,0.3064968702784373,3.15
2023-01-10,False,phi,det,147,116,0.8936170212765957,1.0714285714285714,0.1063829787234043,9.0
2023-01-10,False,tor,cha,132,120,0.7241379310344829,1.3333333333333333,0.2758620689655171,3.5
2023-01-10,False,mia,okc,112,111,0.5324675324675325,1.8,0.46753246753246747,2.05
2023-01-10,False,utah,cle,116,114,0.43795620437956206,2.2,0.5620437956204379,1.7142857142857144
2023-01-10,False,gs,phx,113,125,0.8465011286681716,1.1333333333333333,0.15349887133182838,6.25
2023-01-10,False,por,orl,106,109,0.745958429561201,1.2941176470588236,0.25404157043879905,3.8
2023-01-10,False,lac,dal,113,101,0.5217391304347826,1.8333333333333335,0.4782608695652174,2.0
2023-01-11,False,wsh,chi,100,97,0.4675324675324676,2.05,0.5324675324675324,1.8
2023-01-11,False,det,min,135,118,0.31111111111111106,3.1,0.6888888888888889,1.4
2023-01-11,False,atl,mil,105,114,0.3812824956672444,2.55,0.6187175043327555,1.5714285714285714
2023-01-11,False,bos,no,125,114,0.7747747747747749,1.25,0.22522522522522515,4.3
2023-01-11,False,ny,ind,119,113,0.6470588235294118,1.5,0.3529411764705882,2.75
2023-01-11,False,mem,sa,135,129,0.88,1.0909090909090908,0.12,8.0
2023-01-11,False,den,phx,126,97,0.88,1.0909090909090908,0.12,8.0
2023-01-11,False,sac,hou,135,115,0.7687861271676301,1.263157894736842,0.23121387283236994,4.2
2023-01-12,False,phi,okc,114,133,0.7953488372093023,1.2222222222222223,0.20465116279069773,4.75
2023-01-12,False,bkn,bos,98,109,0.4891657638136511,1.9523809523809523,0.5108342361863489,1.8695652173913042
2023-01-12,False,tor,cha,124,114,0.7313237221494101,1.3225806451612903,0.2686762778505899,3.6
2023-01-12,False,mia,mil,108,102,0.6659707724425887,1.4545454545454546,0.33402922755741127,2.9
2023-01-12,False,lal,dal,115,119,0.43795620437956206,2.2,0.5620437956204379,1.7142857142857144
2023-01-12,False,por,cle,113,119,0.4782608695652174,2.0,0.5217391304347826,1.8333333333333335
2023-01-13,False,ind,atl,111,113,0.40372670807453415,2.4,0.5962732919254659,1.625
2023-01-13,False,wsh,ny,108,112,0.4117884537747275,2.35,0.5882115462252725,1.6451612903225805
2023-01-13,False,det,no,110,116,0.3452115812917595,2.8,0.6547884187082404,1.4761904761904763
2023-01-13,False,sa,gs,113,144,0.2540415704387991,3.8,0.745958429561201,1.2941176470588236
2023-01-13,False,min,phx,121,116,0.679245283018868,1.4166666666666667,0.320754716981132,3.0
2023-01-13,False,chi,okc,110,124,0.6187175043327556,1.5714285714285714,0.38128249566724437,2.55
2023-01-13,False,utah,orl,112,108,0.6547884187082406,1.4761904761904763,0.34521158129175944,2.8
2023-01-13,False,lac,den,103,115,0.638854296388543,1.526315789473684,0.36114570361145704,2.7
2023-01-13,False,sac,hou,139,114,0.7842323651452283,1.2380952380952381,0.21576763485477168,4.5
2023-01-14,False,mia,mil,111,95,0.6187175043327556,1.5714285714285714,0.38128249566724437,2.55
2023-01-14,False,cha,bos,106,122,0.2604482132041187,3.7,0.7395517867958813,1.303030303030303
2023-01-14,False,ind,mem,112,130,0.2604482132041187,3.7,0.7395517867958813,1.303030303030303
2023-01-14,False,tor,atl,103,114,0.7147147147147147,1.3571428571428572,0.2852852852852853,3.4
2023-01-14,False,min,cle,110,102,0.3812824956672444,2.55,0.6187175043327555,1.5714285714285714
2023-01-14,False,utah,phi,117,118,0.28047464940668826,3.45,0.7195253505933117,1.3448275862068966
2023-01-14,False,por,dal,136,119,0.6115107913669063,1.5882352941176472,0.38848920863309366,2.5
2023-01-15,False,det,ny,104,117,0.24793388429752067,3.9,0.7520661157024793,1.2857142857142856
2023-01-15,False,lac,hou,121,100,0.8064516129032258,1.2,0.19354838709677424,5.0
2023-01-15,False,chi,gs,132,118,0.32721864154685176,2.95,0.6727813584531482,1.434782608695652
2023-01-15,False,bkn,okc,102,112,0.6187175043327556,1.5714285714285714,0.38128249566724437,2.55
2023-01-15,False,sa,sac,119,132,0.31111111111111106,3.1,0.6888888888888889,1.4
2023-01-15,False,den,orl,119,116,0.8162544169611309,1.1818181818181819,0.18374558303886912,5.25
2023-01-15,False,por,dal,140,123,0.7687861271676301,1.263157894736842,0.23121387283236994,4.2
2023-01-15,False,lal,phi,112,113,0.3452115812917595,2.8,0.6547884187082404,1.4761904761904763
2023-01-16,False,cha,bos,118,130,0.24793388429752067,3.9,0.7520661157024793,1.2857142857142856
2023-01-16,False,mil,ind,132,119,0.6470588235294118,1.5,0.3529411764705882,2.75
2023-01-16,False,cle,no,113,103,0.7241379310344829,1.3333333333333333,0.2758620689655171,3.5
2023-01-16,False,ny,tor,121,123,0.5217391304347826,1.8333333333333335,0.4782608695652174,2.0
2023-01-16,False,wsh,gs,118,127,0.43795620437956206,2.2,0.5620437956204379,1.7142857142857144
2023-01-16,False,atl,mia,121,113,0.5108342361863489,1.8695652173913042,0.48916576381365107,1.9523809523809523
2023-01-16,False,min,utah,125,126,0.6187175043327556,1.5714285714285714,0.38128249566724437,2.55
2023-01-16,False,mem,phx,136,106,0.8524590163934427,1.125,0.14754098360655732,6.5
2023-01-16,False,lal,hou,140,132,0.7147147147147147,1.3571428571428572,0.2852852852852853,3.4